companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
Allison Transmission	"Civil Engineering, Computer Engineering, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	Allison Transmission	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=5a20bcee95de908fb7495d36344e503b&cf=f97ffbab3fc50842f825a55e82e1697b&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Allison Transmission, Inc. (Allison) is the premier global provider of commercial duty automatic transmissions and hybrid propulsion systems. Allison products are specified by over 250 of the world's leading vehicle manufacturers and are used in many market sectors including bus, refuse, fire, construction, distribution, military and specialty applications. Founded in 1915, the Allison business is headquartered in Indianapolis, Indiana, U.S.A. and employs approximately 2,700 people. Regional headquarters with dedicated support staff are located in China, the Netherlands, Brazil, India and Japan. With a global presence in 80 countries, Allison has over 1,500 distributor and dealer locations."	Automotive	null	Website	http://www.allisontransmission.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Acuity Brands Lighting		"US Citizen, Permanent Resident, H-1 Visa"	Full Time	Acuity Brands Lighting	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=fc25b0cfd96021961e3ec5713eb62a70&cf=f8e37c1758ee5404ffafee564ee1991b&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Acuity Brands, Inc. is a North American market leader & one of the world's leading providers of lighting solutions for both indoor & outdoor applications. With fiscal year 2014 net sales of over $2.4 billion, Acuity Brands employs approximately 7,000 associates & is headquartered in Atlanta, GA, with operations throughout North America, & in Europe & Asia. 



Our innovative lighting solutions cover both conventional fixtures & advanced solid-state technology that can seamlessly integrate with powerful digital controls & daylighting to create greater energy efficiencies & a higher quality of light.



Our century of tradition, our current financial strength & our commitment to a sustainable future, ensure our ability to grow, innovate & further capture the rapidly growing opportunities."	"Manufacturing, Textiles"	null	Website	http://www.acuitybrands.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Proofpoint			"Full Time, Internship/Externship"	Proofpoint	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=fbcd93b96de3250a118d3aa79d23eb08&cf=0f16a8464bcff681471b9b9627b09b0c&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Proofpoint, Inc. is based in Sunnyvale, California and provides SaaS and on-premises solutions for inbound email security, outbound data loss prevention, privacy protection, email encryption, electronic discovery (""eDiscovery"") and email archiving. Proofpoint delivers an integrated suite of on-demand data protection solutions spanning threat management, regulatory compliance, data governance and secure communications—all of which are based on a common security-as-a-service platform.["	"Computer Science/Software Engineering, Defense, Engineering - Computer"	null	Website	https://www.proofpoint.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"BP3 Global, Inc"	"Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	"BP3 Global, Inc"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=3834433832fa9b4b5a9c97c2d5fca411&cf=743c2ecefa432d99ee06a5f9b67d5bd3&cfc=694510576a0197dcc2118cd41162bae0&sss=	"BP3 is about accelerating innovation by simplifying business process solutions. We are the industry experts in business process management (BPM), with more experience deploying BPM solutions throughout the Fortune 500 than any other firm.  We have successfully created, deployed & measured business process improvements & solutions in the most challenging environments. Our team has also worked with multiple firms to help translate their business strategy into process strategy - a powerful way to foster rock-solid execution. BP3 leverages a structured approach to BPM that creates winning outcomes.  Our experienced professionals & proven methodologies ensure our clients' BPM initiatives lead to measurable performance improvements & increase visibility & control over critical processes."	Computer Science/Software Engineering	null	Website	http://www.bp-3.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Cetani	"Computer Engineering, Computer Science, Environmental Engineering-GR Only, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Cetani	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=1282e36b264cb70f078d6883806a6b10&cf=2a2be8df7028d891dce7e3c81111f2e0&cfc=694510576a0197dcc2118cd41162bae0&sss=	Cetani provides visualization and alerting software for real-time indoor location and environmental monitoring systems.  We're a privately-held Indianapolis-based company with many Rose-Hulman graduates as employees.	"Computer Science/Software Engineering, Consulting, Engineering - Computer"	null	Website	http://www.cetani.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Ivani, LLC"	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Software Engineering"	None	"Full Time, Part Time, Co-op, Internship/Externship"	"Ivani, LLC"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=25aed79eb3bf9e50ba57dbbef039b246&cf=ac205639a4939d6e26f7331aef0e0295&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Ivani is a technology startup focused on solving big energy problems. Our current primary projects are in the IoT and, more specifically, Home Automation market subsets of the energy space. We have a team of fun, inventive, collaborative, and generally super awesome people (mostly engineers) all working together to create sweet solutions related to energy. Come visit our booth and learn more about what we’re up to!"	null	null	null		2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Mussett, Nicholas & Associates, Inc."	"Electrical Engineering, Mechanical Engineering"	US Citizen	"Full Time, Internship/Externship"	"Mussett, Nicholas & Associates, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=0f514219b1eaa29beac89d03991a40cf&cf=f230c99b2350a62c6a37e2748be18cff&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Mussett Nicholas & Associates is a privately held Engineering and Architecture firm located in downtown Indianapolis, IN staffed with 56 employees and over 30% of the workforce having a professional license.  Our business focus is primarily facilities engineering assisting our clients in the development of mechanical design for plumbing and HVAC systems for construction projects and electrical design for power distribution systems, interior/exterior lighting systems, fire alarm, voice/data, sound, or security systems for construction projects."	"Consulting, Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.m-n-a.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Microsoft Corporation	"Computational Science, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Math, Physics, Software Engineering"	"US Citizen, Permanent Resident, H-1 Visa, F-1 Student Visa, J-1 Student Visa"	"Full Time, Internship/Externship"	Microsoft Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=45c03f127aa4cf37664de253606e1445&cf=e5d9f79a792ad8b692446643c14c30f1&cfc=694510576a0197dcc2118cd41162bae0&sss=	"No matter what your passion is, you’ll find it here.  Imagine the opportunities you’ll have in a company with 100,000 employees in more than 100 countries, working on hundreds of products—spanning games, phones, developer tools, business solutions and operating systems.  We work hard, but we value work/life balance, and each of us defines what that means to us.  So why not explore what we do, where we do it, and what life is really like at Microsoft.  You just might be surprised."	Computer Science/Software Engineering	null	Website	http://www.microsoft.com/university	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Vogt Power International	"Chemical Engineering, Civil Engineering, Electrical Engineering, Mechanical Engineering"		"Full Time, Co-op"	Vogt Power International	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=e9f7cf0dc2baa640605c9c7304ef0546&cf=04fc5deaedd3f92442356cfbfab895f5&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Vogt Power International Inc., based in Louisville, Kentucky, USA, specializes in the design, manufacturing, and supply of Heat Recovery Steam Generators (HRSGs) and aftermarket related services."	Energy/Utilities	null	Website	http://www.babcockpower.com/products/heat-recovery-systems/vogt-power-international	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Spensa Technologies, Inc."	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Software Engineering"	None	"Full Time, Internship/Externship"	"Spensa Technologies, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=e1198e27c45b30d5dd3dbce501b64b3e&cf=685acc53a0e91c69989119b00c783b5d&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Spensa Technologies is a growing, entrepreneurial company developing innovative solutions to complex agricultural problems. Spensa’s mission is to design, develop and deliver novel technologies that reduce reliance on manual labor, foster eco-friendly farming and enhance crop production efficiency. Spensa has developed hardware and software tools that are revolutionizing pest management and precision agriculture practices. Our solutions are deployed in 8 countries around the world and growing every day.  We are at an exciting time of growth for our company, and maintain a unique culture for exceptional people to grow. Come position yourself with an innovative and dynamic leader and build skills and experience uncommon in the world of agriculture today."	"Agriculture/Farming/Agribusiness, Computer Science/Software Engineering, Engineering - Computer, Engineering - Electrical"	null	Website	http://www.spensatech.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Archer Daniels Midland Company (ADM)	"Chemical Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Archer Daniels Midland Company (ADM)	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=32f78573e9c8bb61529e46365282520c&cf=be5326f5afc8396ff0f0bff133e60e28&cfc=694510576a0197dcc2118cd41162bae0&sss=	"About ADM

For more than a century, the people of Archer Daniels Midland Company (NYSE: ADM) have transformed crops into products that serve the vital needs of a growing world. Today, we’re one of the world’s largest agricultural processors and food ingredient providers, with more than 33,000 employees serving customers in more than 140 countries. With a global value chain that includes more than 460 crop procurement locations, 300 ingredient manufacturing facilities, 40 innovation centers and the world’s premier crop transportation network, we connect the harvest to the home, making products for food, animal feed, chemical and energy uses. Learn more at www.adm.com."	Agriculture/Farming/Agribusiness	null	Website	http://www.adm.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
